id,input_text,output_text,direction,tone,audience,cultural__context,cultural_context,input_language,output_language,input_length,output_length,input_words,output_words,length_ratio,word_ratio,has_question,has_exclamation,is_greeting,has_cultural_term,complexity
199,The food delivery apps are game-changing here,Food delivery app gula ekhane game-changing,banglish_to_english,casual,general,Foreign visitors adapting to local tech ecosystem and expressing enthusiasm using culturally appropriate intensifiers,general,english,english,45,43,7,6,0.9555555555555556,0.8571428571428571,False,False,False,False,0.24
200,Khalamoni social media marketing shikhaben,Dear aunt will you teach social media marketing,banglish_to_english,professional,general,Intergenerational skill transfer where younger family members seek digital expertise from Bengali elder women entrepreneurs,general,english,english,42,47,5,8,1.119047619047619,1.6,False,False,False,True,0.401
201,Your podcast about diaspora identity resonates deeply,Tomar diaspora identity niye podcast ta deeply resonate korey,banglish_to_english,casual,general,International creators connecting with Bengali audiences about shared cultural displacement experiences,general,english,english,53,61,7,9,1.150943396226415,1.2857142857142858,False,False,False,False,0.264
202,Baba cryptocurrency tax implications bujhiye dao,Father please explain cryptocurrency tax implications,banglish_to_english,professional,general,Young Bengali professionals seeking paternal financial guidance on modern investment challenges while maintaining filial respect,general,english,english,48,53,6,6,1.1041666666666667,1.0,False,False,False,False,0.23399999999999999
203,The traditional craft workshops are absolutely fascinating,Traditional craft er workshop gula absolutely fascinating,banglish_to_english,casual,general,Foreign cultural enthusiasts expressing genuine appreciation for Bengali artisanal heritage using emotionally resonant local expressions,general,english,english,58,57,7,7,0.9827586206896551,1.0,False,False,False,False,0.27899999999999997
204,Bon AI startup funding round successful holo,Sister the AI startup funding round was successful,banglish_to_english,professional,general,Tech entrepreneur siblings celebrating milestone achievements while preserving Bengali familial celebration patterns,general,english,english,44,50,7,8,1.1363636363636365,1.1428571428571428,False,False,False,True,0.437
205,Your thesis defense presentation was outstanding,Tomar thesis defense er presentation outstanding chilo,banglish_to_english,professional,general,International academic mentors acknowledging Bengali graduate students' scholarly achievements using appropriate recognition language,general,english,english,48,54,6,7,1.125,1.1666666666666667,False,False,False,False,0.23399999999999999
206,Rickshaw wala ke English e address explain korte giye hopeless hoye gechi,I became hopeless trying to explain the address to the rickshaw driver in English,banglish_to_english,neutral,general,,Language barrier reality in everyday navigation—expats learning that Bengali fluency is essential for basic transportation in Dhaka,english,english,73,81,12,14,1.1095890410958904,1.1666666666666667,False,False,False,False,0.399
207,Your appreciation for our hilsa fish culture is genuinely heartwarming,Amader ilish maach er sangskriti ta tumi je bhabe appreciate koro seta sotti-i hridoy-chhoya,banglish_to_english,neutral,general,,Cultural food significance recognition—acknowledging deep emotional connection to Bangladesh's national fish and its ceremonial importance,english,english,70,92,10,14,1.3142857142857143,1.4,False,False,False,False,0.36
208,Eid shopping e New Market e crowd dekhe panic attack ashche,Getting panic attacks seeing the crowd at New Market during Eid shopping,banglish_to_english,neutral,general,,Festival shopping intensity—claustrophobic experience of traditional marketplace during peak religious celebration periods,english,english,59,72,11,12,1.2203389830508475,1.0909090909090908,False,False,False,True,0.542
209,Dhakaiya puran Dhaka te street food tour korar ichha ache,I want to do a street food tour in old Dhaka's Dhakaiya area,banglish_to_english,neutral,general,,Culinary heritage exploration—tourist interest in authentic local food culture within historical neighborhood contexts,english,english,57,60,10,13,1.0526315789473684,1.3,False,False,False,False,0.32099999999999995
210,The monsoon poetry you shared captures Bangladesh's soul perfectly,Je monsoon er kobita share korecho seta Bangladesh er atma ke perfect bhabe capture koreche,banglish_to_english,neutral,general,,Seasonal literary appreciation—recognizing artistic expression that embodies the spiritual essence of Bangladesh's defining weather pattern,english,english,66,91,9,15,1.378787878787879,1.6666666666666667,False,False,False,False,0.333
211,Nani Pahela Boishakh e traditional sari pore photoshoot koriyeche,Grandma did a photoshoot wearing traditional sari on Pahela Boishakh,banglish_to_english,neutral,general,,"Cultural celebration documentation—elderly family members embracing traditional attire for Bengali New Year, creating lasting memories",english,english,65,68,9,10,1.0461538461538462,1.1111111111111112,False,False,False,True,0.53
212,Traffic jam e stuck thaka obosthatei Zoom meeting attend korte hoyeche,Had to attend Zoom meeting while stuck in traffic jam,banglish_to_english,neutral,general,,Urban professional reality—adapting remote work requirements to Dhaka's notorious traffic infrastructure challenges,english,english,70,53,11,10,0.7571428571428571,0.9090909090909091,False,False,False,False,0.375
213,Your understanding of our adda culture runs surprisingly deep,Amader adda sangskriti ta tumi ashcharjojanak bhabe gombhir understand koro,banglish_to_english,neutral,general,,Social interaction appreciation—recognizing the profound cultural significance of informal Bengali conversation gatherings,english,english,61,75,9,10,1.2295081967213115,1.1111111111111112,False,False,False,False,0.318
214,Mamar bari te giye village life experience korte chai,Want to go to uncle's house and experience village life,banglish_to_english,neutral,general,,Rural connection seeking—urban or overseas Bangladeshis yearning for authentic countryside experiences through extended family,english,english,53,55,9,10,1.0377358490566038,1.1111111111111112,False,False,False,True,0.49400000000000005
215,CNG auto theke neme mobile phone hariye felechi,Lost my mobile phone after getting down from CNG auto,banglish_to_english,neutral,general,,Urban transportation mishaps—common anxiety-inducing scenarios involving Bangladesh's unique three-wheeler taxi system,english,english,47,53,8,10,1.127659574468085,1.25,False,False,False,False,0.261
216,The way you explained our tea culture made me homesick,Amader cha er sangskriti ta je bhabe explain korecho seta amake home-sick kore diyeche,banglish_to_english,neutral,general,,Beverage tradition nostalgia—emotional impact of detailed cultural explanations triggering homeland longing,english,english,54,86,10,14,1.5925925925925926,1.4,False,False,False,False,0.312
217,Baba retirement er por cricket commentary korte shuru koreche,Dad started doing cricket commentary after retirement,banglish_to_english,neutral,general,,Post-career hobby adoption—elderly Bengali men channeling sports passion into informal broadcasting activities,english,english,61,53,9,7,0.8688524590163934,0.7777777777777778,False,False,False,False,0.318
218,Durga Puja pandal hopping korar jonno energy level check korte hobe,Need to check energy levels for Durga Puja pandal hopping,banglish_to_english,neutral,general,,Festival participation preparation—strategic physical planning for intensive cultural site-visiting during major Hindu celebrations,english,english,67,57,11,10,0.8507462686567164,0.9090909090909091,False,False,False,True,0.5660000000000001
219,Your Bangla handwriting has that classic fountain pen elegance,Tomar Bangla hater lekha te sei classic fountain pen er elegance ache,banglish_to_english,neutral,general,,Script aesthetic appreciation—recognizing traditional penmanship beauty that reflects educated Bengali literary culture,english,english,62,69,9,12,1.1129032258064515,1.3333333333333333,False,False,False,False,0.321
220,Winter e Dhaka te pollution ar fog mix hoye apocalyptic lagche,"In winter, Dhaka's pollution mixed with fog looks apocalyptic",banglish_to_english,neutral,general,,Environmental reality documentation—describing the severe seasonal air quality crisis affecting Bangladesh's capital city,english,english,62,61,11,9,0.9838709677419355,0.8181818181818182,False,False,False,False,0.351
221,Masi Dubai theke gold jewelry pathiyeche wedding er jonno,Aunt sent gold jewelry from Dubai for the wedding,banglish_to_english,neutral,general,,Transnational wedding contributions—overseas family members fulfilling traditional obligations through precious metal gifting,english,english,57,49,9,9,0.8596491228070176,1.0,False,False,False,False,0.306
222,The authenticity of your Bangladesh travel blog is incredibly refreshing,Tomar Bangladesh travel blog er authenticity ta incredibly refreshing,banglish_to_english,neutral,general,,Content quality recognition—praising genuine cultural representation over superficial tourism documentation,english,english,72,69,10,9,0.9583333333333334,0.9,False,False,False,False,0.366
223,Chachir biye te dance performance e participate korbo,Will participate in dance performance at uncle's wedding,banglish_to_english,neutral,general,,Wedding entertainment participation—family members contributing to ceremonial festivities through artistic performances,english,english,53,56,8,8,1.0566037735849056,1.0,False,False,False,False,0.279
224,Bus stand e waiting kora obosthai pickpocket hoyechi,Got pickpocketed while waiting at the bus stand,banglish_to_english,neutral,general,,Urban crime reality—common security challenges faced in crowded public transportation hubs,english,english,52,47,8,8,0.9038461538461539,1.0,False,False,False,False,0.276
225,Your respect for our rickshaw art traditions touches my heart,Amader rickshaw art tradition er proti je shoroddha tomar seta amar hridoy chhuy jae,banglish_to_english,neutral,general,,Folk art appreciation—emotional response to outsider recognition of Bangladesh's unique vehicle decoration culture,english,banglish,61,84,10,14,1.3770491803278688,1.4,False,False,False,False,0.33299999999999996
226,Iftar e traditional food setup dekhe childhood memory fire ashche,Seeing traditional food setup during Iftar brings back childhood memories,banglish_to_english,neutral,general,,Religious meal nostalgia—Ramadan breaking-fast arrangements triggering powerful reminiscences of family traditions,english,english,65,73,10,10,1.123076923076923,1.0,False,False,False,True,0.5449999999999999
227,Dada Singapore e software engineer howar por family er attitude change hoye geche,Brother's family attitude changed after he became a software engineer in Singapore,banglish_to_english,neutral,general,,Career success social dynamics—noting how overseas professional achievements alter familial respect and treatment patterns,english,english,81,82,13,12,1.0123456790123457,0.9230769230769231,False,False,False,True,0.638
228,The monsoon mood you captured in that video is pure Bangladesh,Je monsoon mood ta tumi sei video te capture korecho seta pure Bangladesh,banglish_to_english,neutral,general,,Seasonal atmosphere documentation—recognizing authentic representation of Bangladesh's defining weather experience in creative content,english,english,62,73,11,13,1.1774193548387097,1.1818181818181819,False,False,False,False,0.351
229,Nana Sylhet er cha bagan ghure ashte chan retirement e,Grandpa wants to visit Sylhet tea gardens during retirement,banglish_to_english,neutral,general,,Regional tourism aspiration—elderly family members planning heritage site visits to iconic Bangladesh landscape destinations,english,english,54,59,10,9,1.0925925925925926,0.9,False,False,False,True,0.512
230,Your grasp of our family hierarchy nuances deserves academic recognition,Amader paribarik shatostro er nuance gulo tomar ja dharona seta academic recognition deserve kore,banglish_to_english,respectful,general,,Social structure comprehension—acknowledging sophisticated understanding of complex Bengali family relationship dynamics,english,english,72,97,10,14,1.3472222222222223,1.4,False,False,False,False,0.366
231,"Bhaiya, power bank ta charge kora ache? Train e charging port pabo na","Brother, is the power bank charged? I won't find a charging port on the train",banglish_to_english,neutral,general,,device_dependency_drama,english,english,69,77,13,15,1.1159420289855073,1.1538461538461537,False,False,False,True,0.6020000000000001
232,The rickshaw driver refuses to use the meter and quotes double rate,Rickshaw wala meter use korte chay na ar double rate bolche,banglish_to_english,neutral,general,,transport_pricing_conflicts,english,english,67,59,12,11,0.8805970149253731,0.9166666666666666,False,False,False,False,0.381
233,Kemon acho uncle? Ajke fuchka gulo ektu beshi chatpati banaben,How are you uncle? Make today's fuchkas a bit more tangy please,banglish_to_english,neutral,general,,vendor_customization_culture,english,english,62,63,10,12,1.0161290322580645,1.2,False,False,False,False,0.33599999999999997
234,My grandmother insists on cash payments everywhere we go,Nani jekhanei jai cash diye pay korte bole,banglish_to_english,neutral,general,,digital_resistance_culture,english,english,56,42,9,8,0.75,0.8888888888888888,False,False,False,False,0.30300000000000005
235,Ghor e kukur ta ke ante parbo? Landlord permission debe kina,Can I bring the dog home? Will the landlord give permission?,banglish_to_english,neutral,general,,rental_pet_policies,english,english,60,60,11,11,1.0,1.0,False,False,False,False,0.345
236,Street food tastes better when shared with complete strangers,Ojana manush der sathe street food share korle taste bhalo lage,banglish_to_english,neutral,general,,shared_eating_culture,english,english,61,63,9,11,1.0327868852459017,1.2222222222222223,False,False,False,False,0.318
237,"Dhanyabad ma, tumi WiFi password ta finally shikhiye diyecho","Thank you mom, you finally taught me the WiFi password",banglish_to_english,neutral,general,,password_sharing_struggles,english,english,60,54,9,10,0.9,1.1111111111111112,False,False,False,False,0.315
238,The hotel room's AC makes more noise than a rickshaw engine,Hotel room er AC rickshaw er engine theke beshi awaz kore,banglish_to_english,neutral,general,,noise_comparison_humor,english,english,59,57,11,11,0.9661016949152542,1.0,False,False,False,False,0.34199999999999997
239,"Cha dokan e boshle shara din kete jay, newspaper ar adda","Sitting at the tea stall, the whole day passes with newspaper and chat",banglish_to_english,neutral,general,,social_hub_culture,english,english,56,70,11,13,1.25,1.1818181818181819,False,False,False,False,0.333
240,Train delays mean missing connecting flights to international destinations,Train late hole international flight miss hoye jay,banglish_to_english,neutral,general,,scheduling_stress_reality,english,english,74,50,9,8,0.6756756756756757,0.8888888888888888,False,False,False,False,0.357
241,"Rickshaw wala bhai, music ta ektu kom koren, phone e important call","Rickshaw driver brother, lower the music, important call on phone",banglish_to_english,neutral,general,,public_space_communication,english,english,67,65,12,10,0.9701492537313433,0.8333333333333334,False,False,False,True,0.581
242,The neighborhood kukur recognizes delivery guys and never barks at them,Moholla er kukur delivery guy der chene ar bark kore na,banglish_to_english,neutral,general,,local_familiarity_patterns,english,english,71,55,11,11,0.7746478873239436,1.0,False,False,False,False,0.378
243,"Ma, Instagram e photo upload korte hole data lagbe na?","Mom, won't uploading photos to Instagram require data?",banglish_to_english,neutral,general,,cost_conscious_usage,english,english,54,54,10,8,1.0,0.8,True,False,False,False,0.312
244,Hotel breakfast timing conflicts with morning prayer schedule perfectly,Hotel er breakfast time ar fajr prayer er time perfectly clash kore,banglish_to_english,neutral,general,,prayer_meal_coordination,english,english,71,67,9,12,0.9436619718309859,1.3333333333333333,False,False,False,False,0.348
245,Fuchka wala uncle always jane ami koto spicy khete pari,The fuchka vendor uncle always knows how spicy I can handle,banglish_to_english,neutral,general,,personalized_service_appreciation,english,english,55,59,10,11,1.0727272727272728,1.1,False,False,False,False,0.315
246,My boyfriend learned to bargain in Bengali faster than speaking it,Amar boyfriend Bengali te bargain kora speaking er theke fast shikhche,banglish_to_english,neutral,general,,practical_language_priorities,english,english,66,70,11,11,1.0606060606060606,1.0,False,False,False,False,0.363
247,Power cut hole mobile charge korar upay ki? Generator ache kothao?,What's the solution for charging mobile during power cuts? Is there a generator somewhere?,banglish_to_english,neutral,general,,device_charging_emergencies,english,english,66,90,11,14,1.3636363636363635,1.2727272727272727,True,False,False,False,0.363
248,The street dogs form unofficial security patrol for late night workers,Rat e kaj kora manush der jonno street dog ra security patrol kore,banglish_to_english,neutral,general,,night_safety_culture,english,english,70,66,11,13,0.9428571428571428,1.1818181818181819,False,False,False,False,0.375
249,Train ticket online book korte giye payment fail hoye gelo,Tried booking train ticket online but payment failed,banglish_to_english,neutral,general,,online_transaction_failures,english,english,58,52,10,8,0.896551724137931,0.8,False,False,False,False,0.32399999999999995
250,Hotel staff learned our family's tea preferences within two days,Du din e hotel staff amader family er cha preference shikhye gelo,banglish_to_english,neutral,general,,guest_recognition_culture,english,english,64,65,10,12,1.015625,1.2,False,False,False,False,0.34199999999999997
251,Cha dokaner uncle newspaper ta age thekei ready rakhe amader jonno,The tea stall uncle keeps our newspaper ready in advance,banglish_to_english,neutral,general,,predictive_service_culture,english,english,66,56,11,10,0.8484848484848485,0.9090909090909091,False,False,False,False,0.363
252,The rickshaw ride became impromptu city tour with driver's commentary,Rickshaw wala bhai er commentary diye ride ta city tour hoye gelo,banglish_to_english,neutral,general,,spontaneous_tourism,english,english,69,65,10,12,0.9420289855072463,1.2,False,False,False,False,0.357
253,"Ghora dekhe bhoy lagche, kintu chele ta bole 'gentle horse'","I'm scared seeing the horse, but the boy says 'gentle horse'",banglish_to_english,neutral,general,,fear_comfort_interactions,english,english,59,60,10,11,1.0169491525423728,1.1,False,False,False,False,0.32699999999999996
254,Airport WiFi requires phone verification but international SIM doesn't work,Airport er WiFi te phone verify korte hole kintu international SIM kaj kore na,banglish_to_english,neutral,general,,international_roaming_issues,english,english,75,78,10,14,1.04,1.4,False,False,False,False,0.375
255,"Dhanyabad apu, tomra amader ke family er moto treat korecho","Thank you sister, you all treated us like family",banglish_to_english,neutral,general,,cultural_warmth_appreciation,english,english,59,48,10,9,0.8135593220338984,0.9,False,False,False,False,0.32699999999999996
256,The hotel elevator plays classical music but rickshaws blast pop songs,Hotel er elevator e classical music kintu rickshaw e pop song,banglish_to_english,neutral,general,,transportation_entertainment_comparison,english,english,70,61,11,11,0.8714285714285714,1.0,False,False,False,False,0.375
257,Mobile er battery backup kemon? Whole day cholbe to?,How's the mobile's battery backup? Will it last the whole day?,banglish_to_english,neutral,general,,daily_usage_planning,english,english,52,62,9,11,1.1923076923076923,1.2222222222222223,True,False,False,False,0.29100000000000004
258,Street vendor's memory for customer preferences amazes technology users,Street vendor er customer preference mone rakhar capacity technology user der obak kore,banglish_to_english,neutral,general,,analog_intelligence_admiration,english,english,71,87,9,13,1.2253521126760563,1.4444444444444444,False,False,False,False,0.348
259,Traffic jam e pore rickshaw wala bhai life story bolte shuru korlo,"Stuck in traffic jam, rickshaw driver brother started telling his life story",banglish_to_english,neutral,general,,traffic_delay_conversations,english,english,66,76,12,12,1.1515151515151516,1.0,False,False,False,True,0.5780000000000001
260,The neighborhood cats have established hierarchy around the fish market,Fish market er charpashe biral der hierarchy established hoye gese,banglish_to_english,neutral,general,,territorial_behavior_observation,english,english,71,66,10,10,0.9295774647887324,1.0,False,False,False,False,0.363
261,Hotel room e mosquito problem hole ki korbo? Coil kinbo kothay?,What to do if there's mosquito problem in hotel room? Where to buy coil?,banglish_to_english,neutral,general,,local_shopping_needs,english,english,63,72,11,14,1.1428571428571428,1.2727272727272727,True,False,False,False,0.354
262,Family video calls during meals become food quality inspection sessions,Khawar shomoy family video call food quality inspection hoye jay,banglish_to_english,neutral,general,,remote_parenting_culture,english,english,71,64,10,10,0.9014084507042254,1.0,False,False,False,False,0.363
263,"Rickshaw fare advance e fixed korte hobe, meter broken bole","Have to fix rickshaw fare in advance, says meter is broken",banglish_to_english,neutral,general,,meter_excuse_culture,english,english,59,58,10,11,0.9830508474576272,1.1,False,False,False,False,0.32699999999999996
264,The tea stall becomes evening news broadcasting center without television,Cha dokan TV na thakleo shondha belay news broadcasting center hoye jay,banglish_to_english,neutral,general,,social_gathering_communication,english,english,73,71,10,12,0.9726027397260274,1.2,False,False,False,False,0.369
265,Train e seat confirm na hole standing ticket e jete hobe,"If train seat isn't confirmed, will have to travel with standing ticket",banglish_to_english,neutral,general,,railway_booking_reality,english,english,56,71,11,12,1.2678571428571428,1.0909090909090908,False,False,False,False,0.333
266,Garments factory e overtime kore family er future secure korar struggle ta deeply moving,The struggle of securing family's future by working overtime in garments factory is deeply moving,banglish_to_english,neutral,general,,Industrial sacrifice narrative—acknowledging the profound personal cost of economic survival in Bangladesh's textile manufacturing backbone,english,english,88,97,14,15,1.1022727272727273,1.0714285714285714,False,False,False,False,0.474
267,Your documentation of our brick kiln workers' resilience carries extraordinary dignity,Amader int er sromiker sahos-shahosh ta tomar documentation e extraordinary dignity ache,banglish_to_english,respectful,general,,Manual labor dignity recognition—appreciating artistic representation that honors the strength and perseverance of traditional brick manufacturing workers,english,english,86,88,11,12,1.0232558139534884,1.0909090909090908,False,False,False,False,0.42300000000000004
268,Mama Qatar theke remittance pathiye village e mosque build kore community transform koreche,Uncle transformed the community by building mosque in village with remittance from Qatar,banglish_to_english,neutral,general,,Gulf diaspora philanthropy—overseas earnings channeled into rural religious infrastructure creating lasting spiritual and social community impact,english,english,91,88,13,13,0.967032967032967,1.0,False,False,False,True,0.668
269,Nani traditional herbal medicine diye family er health maintain kore wisdom preserve koreche,Grandma preserved wisdom by maintaining family's health with traditional herbal medicine,banglish_to_english,neutral,general,,Indigenous healthcare heritage—intergenerational transmission of ancestral medicinal knowledge that bridges traditional healing with modern family care,english,english,92,88,13,11,0.9565217391304348,0.8461538461538461,False,False,False,True,0.671
270,The spiritual resonance in your understanding of our Sufi poetry is transcendentally beautiful,Amader Sufi kobitar je adhyatmik gunjor ta tumi bujhecho seta transcendentally sundor,banglish_to_english,neutral,general,,Mystical literature appreciation—profound recognition of sophisticated comprehension of Bangladesh's Islamic spiritual poetry traditions and philosophical depth,english,english,94,85,13,12,0.9042553191489362,0.9230769230769231,False,False,False,False,0.477
271,Baba CNG driver hisebe honest service diye family er honor maintain koreche,Dad maintained family's honor by providing honest service as CNG driver,banglish_to_english,neutral,general,,Working class dignity—celebrating how ethical labor practices in urban transportation sustain family reputation and community respect,english,english,75,71,12,11,0.9466666666666667,0.9166666666666666,False,False,False,False,0.40499999999999997
272,Cyclone Sidr er por community resilience dekhe Bengali spirit er strength realize korechi,Realized the strength of Bengali spirit seeing community resilience after Cyclone Sidr,banglish_to_english,neutral,general,,Disaster recovery solidarity—witnessing collective community response that demonstrates Bangladesh's cultural capacity for mutual support during natural calamities,english,english,89,86,13,12,0.9662921348314607,0.9230769230769231,False,False,False,False,0.462
273,Your appreciation for our village pottery traditions reflects profound cultural sensitivity,Amader gramer kumor shilper proti tomar je appreciation seta profound cultural sensitivity reflect kore,banglish_to_english,neutral,general,,Artisanal craft recognition—acknowledging deep understanding and respect for Bangladesh's traditional ceramic arts and village craftsman heritage,english,english,91,103,11,14,1.1318681318681318,1.2727272727272727,False,False,False,False,0.43800000000000006
274,Khalamma women's microfinance group lead kore rural entrepreneurship revolution start koreche,Aunt started rural entrepreneurship revolution by leading women's microfinance group,banglish_to_english,neutral,general,,Grassroots economic empowerment—celebrating female leadership in village-level financial cooperatives that transform traditional gender economic roles,english,english,93,84,11,10,0.9032258064516129,0.9090909090909091,False,False,False,True,0.6440000000000001
275,Hilsha fish auction e fishermen der traditional bidding system dekhe fascinated hoye gechi,Got fascinated seeing fishermen's traditional bidding system at hilsha fish auction,banglish_to_english,neutral,general,,Maritime commerce culture—appreciation for indigenous market mechanisms that regulate Bangladesh's most culturally significant fish trade,english,english,90,83,13,11,0.9222222222222223,0.8461538461538461,False,False,True,False,0.465
276,The monsoon metaphors in your Bengali poetry capture our seasonal soul perfectly,Tomar Bangla kobitar monsoon metaphor gulo amader rtutik atma ke perfectly capture kore,banglish_to_english,neutral,general,,Seasonal literary expression—recognizing artistic ability to embody Bangladesh's deep cultural connection to monsoon rhythms through poetic imagery,english,english,80,87,12,13,1.0875,1.0833333333333333,False,False,False,False,0.42
277,Dada tech startup e success howar por village development e invest kore giving back koreche,Brother gave back by investing in village development after achieving success in tech startup,banglish_to_english,neutral,general,,Digital success philanthropy—celebrating how technology entrepreneurship profits return to rural communities creating sustainable development cycles,english,english,91,93,15,14,1.021978021978022,0.9333333333333333,False,False,False,True,0.698
278,Folk dance performance e cultural identity preservation dekhe emotional connection feel korechi,Felt emotional connection seeing cultural identity preservation in folk dance performance,banglish_to_english,neutral,general,,Traditional arts revival—experiencing profound cultural continuity through performance that maintains Bangladesh's regional dance heritage,english,english,95,89,12,11,0.9368421052631579,0.9166666666666666,False,False,False,False,0.46499999999999997
279,Your understanding of our Language Movement sacrifice transcends historical appreciation,Amader Bhasha Andoloner tyag ta tomar bujhabujhi historical appreciation ke transcend kore,banglish_to_english,neutral,general,,Martyrdom comprehension depth—recognizing understanding that goes beyond academic knowledge to emotional and spiritual connection with linguistic freedom struggle,english,english,88,90,10,12,1.0227272727272727,1.2,False,False,False,False,0.41400000000000003
280,Mama ship-breaking industry te worker safety improve korar initiative niye hopeful hoye gechi,Got hopeful seeing uncle's initiative to improve worker safety in ship-breaking industry,banglish_to_english,neutral,general,,Industrial reform advocacy—witnessing grassroots efforts to humanize Bangladesh's hazardous ship dismantling sector through safety consciousness,english,english,93,88,13,12,0.946236559139785,0.9230769230769231,False,False,False,True,0.674
281,Sundarbans tiger conservation e local community involvement dekhe environmental harmony realize korechi,Realized environmental harmony seeing local community involvement in Sundarbans tiger conservation,banglish_to_english,neutral,general,,Ecological stewardship wisdom—understanding how indigenous communities balance wildlife protection with sustainable livelihood in mangrove ecosystems,english,english,103,98,12,11,0.9514563106796117,0.9166666666666666,False,False,False,False,0.489
282,The depth of your rural education documentary reflects genuine pedagogical compassion,Tomar gramer shiksha documentary er gobhirota genuine pedagogical compassion reflect kore,banglish_to_english,neutral,general,,Educational empathy documentation—recognizing authentic emotional investment in understanding Bangladesh's rural learning challenges and teacher dedication,english,english,85,89,11,11,1.0470588235294118,1.0,False,False,False,False,0.42000000000000004
283,Baba pond fish farming e organic method use kore sustainable aquaculture pioneer hoye geche,Dad became sustainable aquaculture pioneer by using organic methods in pond fish farming,banglish_to_english,neutral,general,,Environmental agriculture innovation—family pride in father's ecological farming approach that transforms traditional aquaculture into sustainable practice,english,english,91,88,14,13,0.967032967032967,0.9285714285714286,False,False,False,False,0.483
284,Jute industry revival e traditional craft modern market e adapt korar creativity dekhe amazed,Got amazed seeing creativity in adapting traditional jute craft to modern market in industry revival,banglish_to_english,neutral,general,,Heritage craft modernization—appreciating innovative approaches that preserve Bangladesh's golden fiber legacy while meeting contemporary consumer demands,english,english,93,100,14,15,1.075268817204301,1.0714285714285714,False,False,False,False,0.489
285,Your sensitivity to our rickshaw pullers' dignity deserves profound recognition,Amader rickshaw-wala der somman ta tomar je sensitivity seta profound recognition deserve kore,banglish_to_english,respectful,general,,Urban labor dignity acknowledgment—recognizing deep appreciation for understanding the humanity and respect deserved by Bangladesh's manual transportation workers,english,english,79,94,10,13,1.1898734177215189,1.3,False,False,False,False,0.387
286,Nana boat building tradition shikhiye traditional shipwright knowledge preserve koreche,Grandpa preserved traditional shipwright knowledge by teaching boat building tradition,banglish_to_english,neutral,general,,Maritime heritage transmission—intergenerational skill transfer that maintains Bangladesh's essential watercraft construction knowledge and cultural continuity,english,english,87,86,10,10,0.9885057471264368,1.0,False,False,False,True,0.611
287,Climate refugee rehabilitation e community support system dekhe social solidarity realize korechi,Realized social solidarity seeing community support system in climate refugee rehabilitation,banglish_to_english,neutral,general,,Environmental displacement compassion—witnessing collective community response to climate-induced migration that demonstrates Bangladesh's humanitarian values,english,english,97,92,12,11,0.9484536082474226,0.9166666666666666,False,False,False,False,0.471
288,The philosophical depth in your Tagore interpretation resonates with universal human experience,Tomar Tagore byakhyar je darshonik gobhirota seta universal human experience er sathe resonate kore,banglish_to_english,neutral,general,,Literary philosophy comprehension—recognizing sophisticated understanding of Rabindranath Tagore's works that connects Bengali wisdom to global human condition,english,english,95,99,12,14,1.0421052631578946,1.1666666666666667,False,False,False,False,0.46499999999999997
289,Khalamma handicraft cooperative e women empowerment dekhe economic independence er power realize korechi,Realized the power of economic independence seeing women empowerment in aunt's handicraft cooperative,banglish_to_english,neutral,general,,Female economic liberation—witnessing transformative effect of collective women's entrepreneurship that challenges traditional gender economic dependencies,english,english,104,101,13,13,0.9711538461538461,1.0,False,False,False,True,0.7070000000000001
290,Your documentation of our tea estate heritage captures colonial legacy with nuanced understanding,Amader cha-bagan er oitihya ta tomar documentation e colonial legacy ke nuanced understanding diye capture kore,banglish_to_english,neutral,general,,Plantation history sensitivity—appreciating balanced representation of tea garden culture that acknowledges both colonial exploitation and cultural resilience,english,english,97,111,13,16,1.1443298969072164,1.2307692307692308,False,False,False,False,0.486
291,"Amar choto bon er jonno gonmodin er gift kinta hobe, kintu she khub choosy",I need to buy a birthday gift for my little sister but she's very picky,banglish_to_english,casual,general,,sibling_relationships,english,english,74,71,14,15,0.9594594594594594,1.0714285714285714,False,False,False,True,0.632
292,Ma always says 'ghor theke beriye kaj koro' but I work from home now,Ma always says 'get out of the house and work' but I work from home now,banglish_to_english,neutral,general,,generational_work_views,english,english,68,71,14,16,1.0441176470588236,1.1428571428571428,False,False,False,False,0.41400000000000003
293,The monsoon flooding has made commuting impossible,Brishti te rasta gulo pani te bhore gese ar office jaowajai na,banglish_to_english,neutral,general,,dhaka_monsoon_reality,english,english,50,62,7,12,1.24,1.7142857142857142,False,False,False,False,0.255
294,Rickshaw wallah bhaiya said 'Apni koi jaben?' and I forgot all my Bangla,Rickshaw uncle asked where I wanted to go and I completely blanked on my Bangla,banglish_to_english,neutral,general,,language_anxiety_moments,english,english,72,79,13,15,1.0972222222222223,1.1538461538461537,False,False,False,True,0.611
295,She makes the most incredible ilish bhaji during monsoon season,Se monsoon e khub bhalo ilish bhaji banay,banglish_to_english,neutral,general,,seasonal_bengali_cuisine,english,english,63,41,10,8,0.6507936507936508,0.8,False,False,False,False,0.33899999999999997
296,"Dadu er sathe adda marte khub bhalo lage, uni onek interesting kahini bolen",I love chatting with grandfather - he tells the most fascinating stories,banglish_to_english,neutral,general,,elder_wisdom_tradition,english,english,75,72,13,12,0.96,0.9230769230769231,False,False,False,False,0.42
